sqft_living,bedrooms,bathrooms,year_built,overall_quality,neighborhood,price,interest_rate,school_score
1224,2,2,2009,6,Somerst,170613.0,6.04,6.0
1092,3,1,1970,4,MeadowV,73800.0,5.4,2.2
480,1,0,1949,2,IDOTRR,36451.0,4.62,1.3
1229,3,1,1956,4,Edwards,125340.0,8.22,3.6
2127,4,2,1991,7,SawyerW,231400.0,7.2,6.5
1414,3,1,1958,6,NAmes,180190.0,3.77,6.2
1721,3,2,1994,6,SawyerW,192660.0,7.78,5.2
2200,4,2,1900,5,Edwards,143860.0,5.68,6.1
1316,3,2,2005,6,Gilbert,161230.0,7.92,6.0
1617,2,2,1993,6,SawyerW,185800.0,7.4,6.0
1686,3,2,1980,6,NWAmes,206480.0,5.34,5.7
1126,3,2,1977,5,NWAmes,180640.0,3.12,5.2
2374,4,2,2003,8,NridgHt,286560.0,4.48,8.8
1978,4,2,1968,7,NWAmes,173060.0,5.98,6.1
1788,3,2,2001,8,CollgCr,232060.0,6.48,7.3
2236,4,2,1997,7,Gilbert,223740.0,4.42,6.7
1466,3,2,2007,8,Timber,204690.0,3.77,6.7
925,2,1,1965,5,NAmes,109730.0,7.59,4.2
1905,3,2,2006,9,Somerst,309770.0,8.41,8.5
1500,3,2,2004,7,CollgCr,187330.0,5.89,7.9
2069,4,2,1960,7,NAmes,245180.0,3.94,7.3
747,1,1,1926,4,BrkSide,81400.0,4.5,4.2
1200,2,2,2003,7,SawyerW,190600.0,3.1,7.9
1971,3,2,2005,7,Somerst,243910.0,8.03,6.9
1962,3,2,2006,7,CollgCr,243849.0,3.65,7.4
2403,4,2,1940,7,ClearCr,240890.0,6.17,6.9
1728,4,2,1976,6,Mitchel,152370.0,4.51,6.3
2060,3,2,1999,7,Gilbert,210850.0,6.05,6.4
1440,4,2,1977,4,Edwards,145260.0,6.58,1.6
1632,4,2,1967,5,Mitchel,135320.0,7.56,4.9
1344,3,1,1958,6,Timber,140080.0,4.14,7.4
1869,2,1,1890,5,OldTown,130720.0,3.06,5.9
1144,3,1,1959,5,NAmes,146750.0,3.75,6.0
1629,3,2,2002,8,Timber,261150.0,7.95,9.2
1776,3,2,2002,7,CollgCr,184070.0,7.81,7.1
1381,3,1,1972,6,NWAmes,193630.0,6.29,6.2
864,3,1,1950,5,NAmes,125100.0,6.3,4.4
965,3,1,1965,5,SawyerW,114920.0,6.66,4.7
768,2,1,1972,5,CollgCr,137020.0,3.96,5.6
1968,4,2,1969,5,Mitchel,162910.0,8.03,6.2
980,4,2,1975,6,Edwards,126600.0,5.3,5.9
1958,4,2,1946,6,Crawfor,144670.0,5.11,5.5
1229,2,1,1980,6,Blueste,121450.0,5.85,6.0
1057,3,1,1962,5,Sawyer,137220.0,3.26,5.6
1337,3,2,2003,7,CollgCr,188270.0,3.91,5.6
1416,3,2,1999,7,Somerst,148820.0,7.06,4.7
858,2,1,1958,5,BrkSide,121120.0,3.46,4.4
2872,4,2,1977,6,NWAmes,268040.0,6.32,4.8
1548,3,2,1976,6,NPkVill,156950.0,4.35,5.5
1800,2,2,2007,9,CollgCr,238580.0,5.14,8.9
1894,4,2,2002,7,Timber,216130.0,4.59,6.5
1484,3,2,2005,6,Gilbert,179020.0,4.96,7.5
1308,2,1,1940,5,Crawfor,154150.0,6.95,5.3
1098,3,1,1955,5,NAmes,136110.0,4.63,5.3
968,2,1,1910,3,OldTown,34540.0,6.12,3.6
1095,2,1,1958,6,NAmes,138140.0,5.62,4.9
1192,4,1,1949,4,NAmes,130050.0,6.65,5.0
1626,2,2,2003,7,NridgHt,163550.0,8.15,6.9
918,2,2,1979,6,SawyerW,93410.0,7.03,6.7
1428,3,2,2007,7,Somerst,184460.0,4.18,5.9
2019,3,1,1910,7,BrkSide,172990.0,3.17,5.4
1382,3,2,2000,7,Somerst,166680.0,4.44,7.8
869,2,1,1923,4,BrkSide,81690.0,6.27,4.4
1241,1,1,2006,7,Somerst,205060.0,3.28,6.1
894,3,1,1954,4,Edwards,107810.0,5.73,3.1
1121,3,1,1963,5,Sawyer,135160.0,6.28,6.1
999,3,1,1961,7,NAmes,178880.0,4.84,5.8
2612,4,2,1998,8,NoRidge,329280.0,7.24,9.6
1266,2,2,2007,7,Blmngtn,164125.0,3.59,6.1
2290,4,2,2002,8,CollgCr,260670.0,3.41,8.6
1734,4,2,1977,5,Mitchel,119970.0,7.01,4.7
1164,3,1,1950,5,Edwards,122810.0,5.73,5.6
1635,2,1,1910,6,OldTown,111630.0,6.79,5.5
1940,3,2,2009,9,NridgHt,394022.0,5.39,8.8
2030,4,2,1976,6,NWAmes,196920.0,4.36,6.0
1576,3,2,2006,7,Somerst,189470.0,7.51,6.0
2392,3,2,1997,8,NoRidge,340800.0,7.4,8.7
1742,4,1,1882,8,OldTown,162540.0,6.82,7.5
1851,3,2,1964,6,NAmes,188500.0,4.5,5.8
1500,3,2,2005,6,CollgCr,170150.0,6.25,5.0
1718,3,2,2006,10,NridgHt,337530.0,4.99,7.4
1230,3,1,1946,4,BrkSide,126100.0,3.5,3.8
1050,3,1,1961,5,NAmes,127350.0,8.05,7.4
1442,2,2,1970,6,NWAmes,188750.0,3.75,6.8
1077,3,1,1922,3,IDOTRR,81310.0,8.23,3.0
1208,2,2,2006,7,CollgCr,204650.0,5.45,6.7
944,2,1,1952,3,Edwards,84940.0,4.02,3.0
691,2,1,1920,5,OldTown,83060.0,5.98,5.5
1574,3,2,2006,8,Somerst,223600.0,7.8,6.8
1680,4,2,1976,5,NWAmes,130815.0,7.03,6.1
1504,1,2,2005,7,Blmngtn,173680.0,7.44,7.7
985,3,2,1977,5,CollgCr,145040.0,6.62,5.7
1657,3,2,1970,6,NAmes,158070.0,6.81,6.4
1092,3,1,1970,4,MeadowV,79990.0,7.67,4.0
1710,3,2,2004,7,Mitchel,241890.0,4.37,7.7
1522,4,2,1926,5,SWISU,99930.0,5.69,5.6
1271,4,2,1948,5,Sawyer,137340.0,4.22,4.6
1664,4,2,1965,5,Edwards,89710.0,8.43,4.4
1502,3,1,1923,6,Crawfor,155430.0,8.19,6.1
1022,2,1,1910,5,OldTown,90340.0,3.22,6.5
1082,2,1,1948,6,NAmes,113560.0,6.88,4.8
1665,3,2,2001,8,NWAmes,217730.0,8.09,6.5
1504,3,2,1996,7,CollgCr,206030.0,3.99,7.2
1360,1,1,1984,8,StoneBr,184140.0,6.12,8.1
1472,3,2,1991,7,Gilbert,150880.0,8.04,7.2
1506,2,2,2005,7,Blmngtn,218920.0,3.19,7.2
1132,2,1,2005,4,Edwards,170480.0,6.84,3.8
1220,2,2,2006,7,CollgCr,195080.0,4.64,8.5
1248,2,1,1930,5,OldTown,77760.0,8.08,3.4
1504,2,2,2005,7,Blmngtn,180980.0,8.34,6.2
2898,2,2,1976,8,Timber,277430.0,8.19,7.9
882,3,1,1972,5,CollgCr,110670.0,5.61,3.4
1264,3,1,1960,5,NAmes,159280.0,7.74,4.8
1646,3,2,2007,8,Timber,285127.0,7.65,9.7
1376,3,1,1941,5,NAmes,105720.0,4.76,5.0
1218,3,1,1972,6,BrDale,110320.0,7.56,6.2
1928,5,2,1916,5,SWISU,165400.0,3.2,3.7
3082,5,2,1920,7,SWISU,193160.0,6.28,6.4
2520,5,2,1993,8,NoRidge,312190.0,4.27,7.6
1654,3,2,2002,7,CollgCr,234020.0,3.66,6.7
954,2,1,1938,5,Crawfor,124490.0,3.42,6.3
845,3,1,1957,4,Edwards,78510.0,6.83,4.6
1620,2,2,2007,9,Timber,315890.0,4.87,7.9
2263,3,2,2001,8,CollgCr,281030.0,6.99,8.2
1344,3,1,1970,4,MeadowV,101920.0,3.36,4.5
630,1,1,1970,4,MeadowV,80810.0,4.73,5.1
1803,3,2,1957,5,Sawyer,152090.0,5.97,6.6
1632,4,1,1966,6,NWAmes,165950.0,7.35,5.0
1306,1,2,2005,6,NridgHt,196750.0,4.75,5.2
2329,4,2,1990,7,SawyerW,257960.0,6.44,5.7
2524,4,2,1981,8,NWAmes,269390.0,7.87,7.8
1733,4,2,1955,3,Edwards,135430.0,6.39,3.5
2868,4,3,2005,9,StoneBr,558741.0,4.28,10.0
990,3,1,1994,5,CollgCr,150610.0,3.13,4.9
1771,3,1,1960,5,Mitchel,106630.0,7.79,4.7
930,2,1,1946,4,Edwards,90540.0,3.12,4.2
1302,3,2,2007,7,Gilbert,168055.0,7.81,6.2
1316,3,2,2007,7,CollgCr,197411.0,5.91,9.1
1977,4,1,1964,6,NAmes,155520.0,8.16,4.4
1526,4,1,1957,5,Edwards,137330.0,7.39,5.2
1989,3,2,2002,8,CollgCr,244530.0,8.49,10.0
1523,3,2,1976,6,NWAmes,180210.0,4.93,6.0
1364,2,2,2005,7,NridgHt,179190.0,7.22,6.8
1850,3,2,1994,7,NoRidge,247370.0,5.21,6.6
2184,3,2,2008,9,NridgHt,333080.0,5.64,8.8
1991,3,1,1932,6,Crawfor,215650.0,6.45,7.4
1338,2,2,2001,8,StoneBr,205070.0,7.81,5.8
894,2,1,1935,3,IDOTRR,70770.0,8.41,4.5
2337,5,2,1900,5,OldTown,83310.0,7.23,3.6
1103,2,1,1925,6,OldTown,109600.0,5.3,5.7
1154,3,1,1966,5,NAmes,153040.0,5.32,4.6
2260,3,2,1996,7,ClearCr,321820.0,7.06,7.6
1571,3,2,1993,6,Gilbert,180070.0,4.31,4.4
1611,4,1,1964,6,NAmes,172070.0,3.61,6.5
2521,5,2,1973,6,MeadowV,151550.0,4.95,8.0
893,2,1,1949,5,NAmes,136260.0,4.58,3.6
1048,3,1,1956,5,NAmes,136110.0,4.63,5.2
1556,4,1,1968,6,NWAmes,156160.0,4.28,5.3
1456,4,1,1948,5,Edwards,96810.0,3.23,5.4
1426,3,1,1977,6,Edwards,165200.0,3.1,6.0
1240,2,2,2006,7,CollgCr,183710.0,8.43,6.4
1740,3,1,1940,7,Crawfor,218450.0,5.35,7.5
1466,3,2,1936,5,OldTown,169670.0,5.11,6.8
1096,3,1,1969,5,NAmes,133580.0,6.74,4.8
848,1,1,2004,6,CollgCr,158300.0,4.2,6.7
990,3,1,1994,5,CollgCr,116340.0,8.22,3.7
1258,3,2,1971,6,NWAmes,138040.0,7.32,5.0
1040,3,1,1963,5,Sawyer,137530.0,3.49,5.5
1459,3,2,2002,7,CollgCr,191100.0,5.3,8.5
1251,3,1,1964,6,NAmes,151480.0,7.84,6.4
1498,3,2,1995,6,Gilbert,177900.0,8.2,5.7
996,2,1,1992,6,SawyerW,145290.0,5.57,6.0
1092,3,1,1973,4,MeadowV,79390.0,6.37,2.7
1953,3,2,2005,8,Somerst,255240.0,3.92,8.6
1709,3,2,2004,7,Edwards,127150.0,8.45,7.9
1247,1,1,2005,8,Somerst,199190.0,4.27,7.5
1040,2,2,1950,3,NAmes,83330.0,8.19,2.5
1252,2,2,1999,7,Somerst,155290.0,6.57,7.3
1694,4,2,1925,6,SWISU,132480.0,6.34,5.6
1200,1,1,1965,5,NAmes,143540.0,5.82,4.9
936,2,1,1956,5,NAmes,131190.0,4.27,7.1
1314,3,2,2006,6,CollgCr,179522.0,3.97,5.8
1355,3,1,1914,6,IDOTRR,129370.0,4.21,5.6
1088,2,1,1986,8,StoneBr,172910.0,4.03,7.4
1324,3,1,1936,4,BrkSide,121130.0,7.29,4.7
1601,3,2,1978,7,NWAmes,157210.0,4.93,6.8
438,1,1,1920,2,SWISU,65040.0,3.32,1.4
950,3,1,1971,5,NAmes,109510.0,8.33,6.3
1134,2,1,1960,5,NAmes,126420.0,7.86,6.4
1194,3,1,1959,6,NAmes,150200.0,8.1,5.4
1302,3,2,1970,5,BrDale,95590.0,8.47,3.1
2622,3,2,1994,8,NoRidge,328120.0,3.96,9.0
1442,3,2,1990,7,SawyerW,179360.0,5.18,6.3
2021,3,2,2006,7,Gilbert,268215.0,7.17,7.8
1690,3,2,2000,6,Gilbert,175510.0,6.83,4.0
1836,3,2,2004,8,NridgHt,283450.0,3.85,8.9
1658,3,2,1995,6,Gilbert,180530.0,7.49,4.8
1964,4,2,1976,7,NWAmes,207310.0,4.23,7.7
816,2,1,1957,5,NAmes,132210.0,4.23,5.0
1008,2,1,1953,5,NAmes,131650.0,5.95,4.0
833,2,1,1954,5,OldTown,113220.0,6.26,4.6
1734,3,2,2007,8,NridgHt,314430.0,6.19,8.7
1419,3,2,2002,8,Gilbert,188600.0,3.5,8.1
894,3,1,1967,5,Sawyer,121510.0,7.83,5.6
1601,3,1,1958,5,Sawyer,141620.0,4.46,7.0
1040,3,1,1959,5,NAmes,137570.0,3.71,3.4
1012,2,1,1920,6,IDOTRR,109730.0,7.89,7.6
1552,3,2,2005,7,CollgCr,203120.0,8.26,7.1
960,3,1,1956,4,Edwards,103780.0,7.74,3.1
698,2,1,1947,5,Edwards,110650.0,7.45,3.7
1482,3,2,1992,7,Gilbert,159100.0,6.6,6.8
1005,2,1,1955,4,NAmes,111910.0,6.03,4.9
1555,2,2,2007,7,Blmngtn,178560.0,3.48,6.9
1530,3,2,2004,7,Gilbert,258250.0,5.25,8.5
1959,4,2,2004,7,Gilbert,214850.0,5.05,5.5
936,2,1,1980,5,OldTown,141710.0,4.43,5.0
1981,4,2,1928,4,SWISU,129060.0,6.98,2.7
974,3,1,1991,5,Mitchel,91310.0,5.73,5.4
2210,5,2,1880,6,OldTown,122150.0,3.45,6.9
2020,3,2,1995,8,SawyerW,241870.0,4.21,7.6
1600,3,2,1997,6,Gilbert,163720.0,6.76,3.4
986,2,1,1926,6,BrkSide,106740.0,3.42,6.2
1252,3,1,1950,6,NAmes,110960.0,7.68,6.4
1020,2,1,1875,5,Sawyer,91840.0,5.72,5.4
1567,2,2,1977,6,Mitchel,194080.0,5.64,7.2
1167,3,1,1920,5,BrkSide,140220.0,6.26,3.9
952,2,1,1951,5,NAmes,131380.0,7.54,5.7
1868,4,2,1976,5,NWAmes,197770.0,4.91,6.2
2828,4,3,2006,8,CollgCr,419680.0,6.73,6.2
1006,3,1,1959,5,Sawyer,76670.0,6.11,5.3
924,2,1,1941,4,Edwards,81590.0,4.47,3.5
1576,3,1,1928,5,BrkSide,140510.0,7.83,4.9
1298,3,2,1985,6,SawyerW,172830.0,7.39,6.3
1564,3,1,1941,7,Crawfor,169640.0,6.62,6.5
1111,2,1,1926,7,OldTown,108860.0,7.68,6.3
1482,3,1,1920,7,OldTown,134690.0,7.77,7.0
932,2,1,1950,6,NAmes,118300.0,6.9,4.9
1466,3,1,1959,5,Edwards,142100.0,7.6,3.9
1811,2,1,1956,6,Crawfor,224480.0,6.84,6.7
816,2,1,1930,6,IDOTRR,115280.0,6.74,4.9
1820,4,1,1965,7,NAmes,197600.0,6.4,7.7
1437,3,2,1976,5,Veenker,211580.0,7.14,5.5
1265,3,2,1965,5,NAmes,183290.0,3.87,3.3
1314,2,2,2007,7,NridgHt,221480.0,7.84,6.3
1580,3,2,2007,8,Somerst,226728.0,7.8,9.2
1876,4,2,1974,6,NWAmes,190520.0,3.16,5.0
1456,3,2,1978,6,NPkVill,138380.0,7.54,5.5
1640,3,1,1954,6,Crawfor,227870.0,3.71,6.5
894,3,1,1968,5,Sawyer,129480.0,4.84,5.8
1258,0,0,1969,4,Sawyer,102689.0,7.09,3.7
1432,2,1,1978,5,Veenker,197360.0,3.88,4.4
1502,3,2,2009,7,NridgHt,225670.0,7.5,8.4
1694,3,2,2008,8,CollgCr,237610.0,7.58,9.7
1671,3,2,2000,6,Gilbert,170630.0,5.79,7.0
2108,4,2,1935,6,Edwards,240880.0,3.04,6.1
3627,4,3,1995,10,NoRidge,626260.0,4.58,9.2
1118,3,1,1977,6,Mitchel,166830.0,6.39,5.2
1261,3,1,1958,6,NAmes,152800.0,8.4,6.5
1250,2,2,2006,7,Somerst,167490.0,6.47,7.4
3086,3,3,1946,5,ClearCr,202210.0,4.43,6.4
2345,4,2,1932,6,Crawfor,234530.0,6.49,6.7
2872,4,2,1992,8,NoRidge,282090.0,5.97,6.5
923,3,1,1984,5,Mitchel,112630.0,7.29,6.1
1224,3,1,1926,6,OldTown,119230.0,3.59,5.0
1343,3,1,1921,5,Crawfor,148330.0,7.19,4.6
1124,3,1,1954,5,Edwards,90060.0,5.98,5.3
2514,4,2,1990,7,Timber,240100.0,8.3,9.0
1652,2,2,2008,8,Crawfor,392860.0,4.88,10.0
4476,4,3,1996,10,NoRidge,740560.0,6.48,10.0
1130,2,1,1920,5,OldTown,110610.0,8.13,4.8
1572,3,1,1963,5,Timber,191020.0,3.56,5.5
1221,4,1,1924,5,Edwards,95450.0,8.15,5.9
1699,3,2,1900,3,OldTown,89660.0,6.78,2.7
1624,2,2,1994,8,NoRidge,266890.0,3.37,9.8
1660,3,2,2002,7,CollgCr,196020.0,4.66,7.2
1804,3,2,1999,7,Gilbert,183330.0,6.89,7.5
1622,3,1,1961,4,Mitchel,172890.0,3.37,4.7
1441,2,2,1999,8,Somerst,170400.0,6.2,8.4
1472,3,1,1925,5,OldTown,125300.0,4.9,5.8
1224,2,2,1999,6,Mitchel,160740.0,6.42,5.4
1352,4,1,1969,6,Sawyer,163250.0,3.25,5.4
1456,3,2,2005,6,Gilbert,167630.0,7.79,4.9
1863,4,2,2006,7,Gilbert,209160.0,8.35,7.4
1690,3,1,1916,7,OldTown,134010.0,8.33,7.8
1212,3,2,2001,7,CollgCr,171640.0,7.12,7.5
1382,3,1,1963,4,Sawyer,151840.0,3.72,5.7
864,3,1,1970,4,NAmes,109540.0,7.17,4.0
1779,3,2,1998,7,CollgCr,203480.0,3.14,7.7
1348,3,1,1925,5,BrkSide,122640.0,3.12,3.9
1630,3,2,2000,7,CollgCr,213660.0,4.78,6.6
1074,3,1,1975,5,NWAmes,151430.0,5.69,5.7
2196,3,2,1990,7,SawyerW,265180.0,7.24,7.8
1056,2,1,1966,4,SawyerW,101720.0,6.76,3.7
1700,3,2,2003,6,CollgCr,198650.0,5.45,5.9
1283,3,1,1962,5,NAmes,141500.0,4.5,3.5
1660,3,2,2006,8,Somerst,279560.0,8.48,7.6
1845,3,2,1992,6,SawyerW,187980.0,5.34,6.9
1752,4,2,1988,8,Gilbert,162560.0,5.48,8.6
672,2,1,1941,4,Edwards,116300.0,3.9,4.5
960,0,0,1965,4,Sawyer,137890.0,7.37,4.0
999,3,1,1962,5,NAmes,129040.0,6.82,5.0
894,3,1,1966,5,Sawyer,127370.0,4.21,4.3
1902,4,2,1978,6,Sawyer,116650.0,3.45,6.7
1314,3,2,2009,8,Somerst,224236.0,6.74,8.4
912,2,1,1947,4,BrkSide,75700.0,6.6,4.5
1218,3,1,1971,6,BrDale,93000.0,4.5,5.5
912,2,1,1964,5,NAmes,105310.0,8.23,2.8
1211,3,1,1968,5,Sawyer,137510.0,3.83,6.1
1846,3,2,1949,6,NAmes,141860.0,5.38,5.5
2136,4,2,1951,5,NAmes,128330.0,8.19,4.1
1490,3,2,2004,7,Gilbert,183070.0,5.31,7.7
1138,3,1,1958,6,NAmes,140470.0,6.51,5.6
1933,4,2,2007,6,Somerst,213430.0,5.19,7.1
912,2,1,1965,5,NAmes,148470.0,4.51,5.6
1702,1,1,2008,9,NridgHt,357064.0,8.41,9.7
1507,4,2,1960,5,NAmes,126250.0,5.25,3.6
2620,4,2,1977,5,Sawyer,181240.0,7.92,6.2
1190,3,1,1962,5,NAmes,134720.0,4.26,5.3
1224,2,2,1962,4,NAmes,104290.0,4.17,3.6
1188,3,1,1959,5,NAmes,147490.0,3.17,5.1
1964,4,1,1911,5,SWISU,125260.0,6.58,3.2
1784,4,1,1914,5,Crawfor,138797.0,5.03,5.4
1626,2,2,2003,7,NridgHt,167250.0,7.75,6.0
1948,4,2,2004,7,CollgCr,193200.0,5.6,5.6
1141,3,1,2005,6,SawyerW,132510.0,8.33,4.5
1484,2,2,2006,8,Timber,268840.0,4.02,9.1
1768,3,2,2003,7,CollgCr,216560.0,7.78,6.4
1689,3,2,2007,7,Somerst,241518.0,7.27,8.5
1173,3,2,1974,7,NWAmes,163280.0,7.24,6.5
2076,2,2,2006,10,NridgHt,457050.0,7.65,8.3
1517,3,1,1929,8,Crawfor,223430.0,7.19,6.9
1868,3,3,1984,6,NWAmes,173680.0,6.44,7.2
1553,3,2,2005,7,Somerst,190340.0,3.72,6.8
1034,3,1,1976,6,Mitchel,175360.0,3.18,5.5
2058,3,1,1917,6,OldTown,120320.0,8.06,6.2
988,3,1,1950,5,NAmes,114830.0,6.39,5.5
2110,3,2,1968,7,NAmes,236860.0,7.38,8.1
1405,2,2,2003,7,NridgHt,169800.0,5.65,8.4
874,3,1,1968,5,Mitchel,134050.0,3.65,4.6
2167,3,2,1974,7,Veenker,297930.0,3.69,5.7
1656,3,2,2003,7,Edwards,160090.0,6.77,6.6
1367,3,1,1931,6,BrkSide,126390.0,5.37,6.3
1987,2,2,1994,8,NoRidge,304200.0,4.1,7.0
864,2,1,1922,5,Edwards,97800.0,5.7,4.0
1166,2,2,2005,7,Gilbert,194950.0,3.35,7.3
1054,3,1,1969,6,NAmes,147400.0,6.2,6.0
1675,3,2,1999,6,Gilbert,182560.0,4.48,6.0
1050,2,1,1956,5,NAmes,121730.0,7.39,4.2
1788,5,1,1957,4,ClearCr,162370.0,4.71,3.8
1824,3,1,1919,6,BrkSide,179000.0,5.5,5.1
1337,2,2,1998,6,NAmes,186820.0,3.06,6.9
1452,3,2,1999,7,Somerst,188700.0,3.4,8.0
1889,4,1,1910,7,OldTown,121520.0,5.16,5.2
2018,3,2,2008,9,Timber,376580.0,5.64,8.1
3447,4,3,1935,8,Crawfor,377100.0,6.3,6.5
1524,3,1,1958,5,NAmes,145200.0,4.6,4.3
1524,0,0,1979,7,ClearCr,254540.0,6.82,6.9
1489,3,2,1968,6,NWAmes,177560.0,7.73,4.6
935,3,1,1965,5,Sawyer,130130.0,7.29,4.1
1357,2,1,1959,6,Edwards,182340.0,3.22,5.0
1250,3,2,1910,5,Crawfor,137080.0,5.64,5.2
1920,4,2,1948,5,NAmes,141260.0,3.58,5.1
1395,3,1,1972,6,NWAmes,164010.0,4.33,5.3
1724,3,1,1967,6,NWAmes,187610.0,8.43,6.2
2031,3,2,2002,8,CollgCr,240660.0,3.78,7.5
1128,2,1,1920,4,IDOTRR,66180.0,5.74,3.7
1573,3,2,2002,7,CollgCr,222800.0,6.4,8.7
1339,2,2,1990,7,Timber,174420.0,6.86,8.3
1040,3,2,1977,5,CollgCr,147260.0,6.08,3.7
1824,4,2,1971,6,Mitchel,144850.0,3.05,6.8
2447,4,2,1919,6,SWISU,169600.0,4.8,6.8
1412,4,1,1939,6,BrkSide,129950.0,5.85,4.9
1328,3,1,1963,6,NWAmes,147560.0,3.48,6.8
1582,4,2,1964,5,ClearCr,190210.0,4.93,6.5
1659,2,2,2000,8,StoneBr,283460.0,3.18,6.9
1970,3,2,2006,8,NridgHt,285710.0,3.43,7.1
1152,3,1,1964,5,NAmes,179960.0,5.18,6.0
1302,3,2,1972,5,BrDale,123310.0,3.73,5.3
2372,4,2,1892,5,OldTown,104140.0,6.12,5.6
1664,4,2,1976,7,NWAmes,157530.0,6.79,7.3
864,2,1,1955,5,Edwards,107800.0,7.4,5.4
1052,3,1,1968,5,NAmes,141200.0,4.1,3.7
1128,3,2,1963,5,NAmes,158240.0,3.92,6.0
1072,2,2,2005,6,Edwards,144260.0,3.58,7.2
5642,3,2,2008,10,Edwards,155500.0,6.5,9.8
1246,3,1,1959,5,NAmes,148330.0,6.89,5.0
1983,3,2,1999,7,Gilbert,230490.0,3.17,5.5
1494,3,1,1942,6,Crawfor,168050.0,8.15,6.5
2526,4,2,1994,8,NoRidge,295130.0,3.29,8.6
1616,3,2,2005,7,Somerst,229060.0,5.98,6.9
1708,3,2,2004,7,Edwards,124300.0,6.9,8.1
1652,2,2,2006,9,NridgHt,316630.0,7.79,8.7
1368,2,2,2005,7,NridgHt,196710.0,6.93,7.6
990,3,1,1994,5,CollgCr,130770.0,7.41,4.0
1122,2,1,1948,5,OldTown,147390.0,4.87,5.0
1294,3,2,1991,6,SawyerW,171760.0,7.48,5.8
1902,3,2,1959,7,Crawfor,339680.0,3.44,7.2
1274,3,2,2005,7,CollgCr,194240.0,7.92,6.6
2810,4,2,1990,8,NoRidge,298970.0,6.01,7.9
2599,4,2,1999,9,NoRidge,325668.0,7.5,9.8
948,3,1,1954,4,Edwards,117530.0,5.49,3.6
2112,4,2,1969,6,NAmes,202280.0,6.54,4.4
1630,3,2,2008,8,CollgCr,292793.0,5.9,9.7
1352,2,2,2006,7,Somerst,202840.0,7.02,8.4
1787,3,2,2001,8,CollgCr,279650.0,3.45,6.7
948,3,1,1954,4,Edwards,116010.0,3.33,4.7
1478,3,1,1957,6,NAmes,158420.0,4.36,5.5
720,2,1,1949,3,BrkSide,75860.0,3.88,3.3
1923,3,2,1992,7,NoRidge,181630.0,7.79,7.3
708,2,1,1940,4,BrkSide,84870.0,4.21,3.8
1795,2,2,2006,8,Somerst,136890.0,8.37,7.2
796,2,1,1922,4,IDOTRR,55450.0,4.85,3.3
774,3,1,1931,3,Edwards,82000.0,4.0,2.1
816,3,1,1982,5,Mitchel,123480.0,7.34,4.2
2792,5,2,1920,6,OldTown,251140.0,6.62,5.9
1632,3,2,1998,7,Gilbert,174280.0,5.74,6.3
1588,3,2,2006,8,Somerst,223850.0,6.05,8.7
954,3,1,1976,5,CollgCr,126620.0,6.96,6.5
816,2,1,1938,4,Edwards,102220.0,4.26,3.4
1360,2,1,1938,5,IDOTRR,115060.0,8.48,5.2
1365,3,1,1970,5,BrDale,114920.0,8.36,5.5
1334,2,2,1977,6,NWAmes,163160.0,6.58,6.5
1656,4,2,1973,5,NWAmes,137700.0,4.1,5.1
693,2,1,1941,4,OldTown,47280.0,6.74,4.7
1861,3,2,2002,7,CollgCr,204800.0,3.4,7.5
864,3,1,1972,5,CollgCr,133990.0,3.17,3.8
872,3,1,1971,4,NAmes,124740.0,4.42,4.9
1114,3,1,2003,6,SawyerW,153380.0,5.54,6.9
2169,3,2,2002,8,CollgCr,220160.0,7.78,7.2
1913,3,1,1928,6,Crawfor,171000.0,7.0,6.0
1456,3,2,2006,7,CollgCr,149595.0,7.08,7.7
960,2,1,1920,4,OldTown,107480.0,5.34,3.8
2156,3,2,1968,7,NWAmes,262800.0,4.9,8.1
1776,3,2,2006,8,Timber,283343.0,5.04,10.0
1494,3,2,1998,7,SawyerW,204710.0,8.43,6.2
2358,4,2,1872,8,OldTown,127340.0,3.22,6.6
2634,6,2,1969,5,NAmes,191690.0,7.77,5.3
1716,4,1,1962,6,NAmes,167460.0,6.18,6.7
1176,2,1,1937,6,BrkSide,133670.0,5.41,5.8
3238,4,2,1995,8,NoRidge,404030.0,6.99,9.5
1865,3,2,2000,7,CollgCr,232960.0,5.68,5.7
1920,4,3,1968,7,NWAmes,161600.0,7.8,7.7
892,3,1,1966,5,NAmes,101150.0,7.95,4.4
1078,3,1,1971,5,NAmes,148940.0,5.32,6.7
1573,3,2,2000,6,Somerst,178940.0,4.52,8.0
1980,3,2,2004,9,NridgHt,311220.0,6.26,8.2
2601,4,3,1921,5,SWISU,179940.0,8.02,4.5
1530,3,2,2005,7,StoneBr,262520.0,4.16,7.9
1738,4,2,1920,4,NAmes,100610.0,6.43,3.6
1412,3,2,2006,6,Gilbert,152522.0,6.47,6.0
1200,2,2,2005,7,Somerst,138062.0,7.03,7.0
1674,3,2,2000,7,Somerst,219840.0,3.72,5.1
1790,3,2,1999,7,CollgCr,187180.0,6.94,7.0
1475,4,2,1977,5,MeadowV,118000.0,8.0,4.3
848,1,1,2003,6,CollgCr,147030.0,3.99,5.5
1668,3,2,2003,8,CollgCr,234070.0,4.31,9.4
1374,2,1,1920,4,OldTown,94980.0,8.34,2.7
1661,3,1,1955,6,NAmes,168500.0,4.0,6.8
